team,bpi,bpi_off,bpi_def,season
SELA,-2.1,-0.7,-1.4,2011
HAMP,-2.1,3.1,-5.2,2011
CSUN,-2.2,2.2,-4.4,2011
UNCW,-2.2,-1.6,-0.6,2011
AUB,-2.3,-5.0,2.7,2011
GAST,-2.3,-4.4,2.1,2011
UNF,-2.4,-1.8,-0.6,2011
LMU,-2.4,0.1,-2.5,2011
UTA,-2.4,-3.6,1.2,2011
STBK,-2.5,-5.2,2.8,2011
COLU,-2.5,-2.5,0.0,2011
MORG,-2.5,-3.7,1.2,2011
DEN,-2.6,-0.3,-2.3,2011
UTC,-2.6,-1.3,-1.3,2011
ELON,-2.6,-2.2,-0.4,2011
UALB,-2.7,0.1,-2.9,2011
PRES,-2.7,1.8,-4.6,2011
WAG,-2.7,-2.8,0.1,2011
CAM,-2.8,-5.9,3.1,2011
PEPP,-2.8,4.2,-7.0,2011
BGSU,-2.8,-1.0,-1.9,2011
JKST,-2.9,-4.8,2.0,2011
BRWN,-3.0,-0.1,-2.9,2011
UTSA,-3.0,-4.1,1.1,2011
UIC,-3.1,-4.5,1.4,2011
DEP,-3.2,-6.4,3.2,2011
TXST,-3.3,-2.0,-1.2,2011
WAKE,-3.3,0.6,-3.9,2011
MTST,-3.3,-0.1,-3.3,2011
LAF,-3.4,-8.7,5.3,2011
PRST,-3.6,-2.4,-1.3,2011
WYO,-3.6,-7.9,4.2,2011
USA,-3.6,-0.4,-3.2,2011
YSU,-3.9,-1.8,-2.0,2011
GWEB,-3.9,-4.2,0.2,2011
EWU,-4.0,-9.6,5.6,2011
SDAK,-4.0,-0.0,-4.0,2011
TXSO,-4.1,1.5,-5.5,2011
UNH,-4.3,-5.0,0.7,2011
CSUF,-4.3,-6.2,1.8,2011
BCU,-4.3,-4.5,0.2,2011
UCR,-4.4,-1.3,-3.0,2011
COPP,-4.5,-4.5,0.0,2011
DSU,-4.6,0.5,-5.1,2011
FIU,-4.6,-5.0,0.4,2011
TROY,-4.6,-5.7,1.1,2011
MSM,-4.7,1.6,-6.3,2011
NWST,-4.8,-1.9,-2.9,2011
SEA,-4.8,-4.4,-0.4,2011
NIU,-4.8,1.7,-6.5,2011
EIU,-4.8,3.6,-8.5,2011
JXST,-4.9,0.5,-5.3,2011
TOW,-5.1,-2.7,-2.3,2011
ARMY,-5.1,-0.4,-4.7,2011
CMU,-5.1,1.7,-6.8,2011
SHU,-5.6,-4.0,-1.6,2011
CIT,-5.6,-0.8,-4.8,2011
SEMO,-5.7,-0.4,-5.4,2011
EMU,-5.8,-6.9,1.2,2011
NCAT,-5.8,-3.4,-2.4,2011
FOR,-5.8,3.8,-9.6,2011
FGCU,-5.9,-6.0,0.1,2011
NCCU,-5.9,-10.2,4.3,2011
NORF,-6.0,1.5,-7.4,2011
NAVY,-6.0,-5.0,-1.0,2011
MONM,-6.0,-4.2,-1.8,2011
NJIT,-6.1,-0.8,-5.3,2011
UTM,-6.3,-7.3,1.0,2011
UNCG,-6.3,1.2,-7.4,2011
NIA,-6.3,1.5,-7.9,2011
HPU,-6.3,-7.3,1.0,2011
STET,-6.5,2.4,-8.9,2011
UND,-6.5,-0.7,-5.8,2011
MVSU,-6.5,-1.2,-5.3,2011
SUU,-6.5,-8.3,1.7,2011
USD,-6.6,-7.9,1.2,2011
SAM,-6.6,1.1,-7.8,2011
IDST,-6.7,-7.6,0.9,2011
SFPA,-6.8,-2.2,-4.6,2011
MAN,-6.8,-3.0,-3.8,2011
ALST,-6.8,-9.3,2.5,2011
AMCC,-6.9,-3.3,-3.6,2011
LONG,-7.1,-5.5,-1.6,2011
CSUB,-7.1,-2.6,-4.5,2011
BRY,-7.2,-7.6,0.4,2011
UPST,-7.2,-0.2,-7.0,2011
KENN,-7.4,-3.5,-3.9,2011
BING,-7.6,-3.4,-4.2,2011
SAC,-7.7,-3.5,-4.3,2011
MRST,-7.8,-0.9,-6.9,2011
FDU,-7.8,-3.4,-4.4,2011
AAMU,-8.0,-8.3,0.3,2011
DART,-8.1,-6.5,-1.6,2011
FAMU,-8.1,-1.6,-6.5,2011
ULM,-8.1,1.0,-9.1,2011
WIU,-8.3,-5.6,-2.7,2011
COLG,-8.4,-3.6,-4.8,2011
CARK,-8.4,-4.2,-4.2,2011
SCST,-8.4,-5.1,-3.3,2011
RAD,-8.5,-1.7,-6.8,2011
TOL,-8.6,-4.1,-4.5,2011
RGV,-8.6,-8.4,-0.1,2011
GASO,-8.6,-8.9,0.3,2011
UMBC,-9.0,-4.4,-4.5,2011
UAPB,-9.0,-4.4,-4.5,2011
GRAM,-9.1,-6.9,-2.2,2011
UMES,-9.5,-9.2,-0.3,2011
HCU,-9.5,-6.8,-2.8,2011
HOW,-9.7,3.1,-12.8,2011
SIUE,-10.0,-2.4,-7.5,2011
ALCN,-10.1,-3.5,-6.6,2011
CHST,-10.1,-9.3,-0.9,2011
SOU,-10.1,-3.8,-6.4,2011
