team,tr_predictive,season
William & Mary (19-12),1.4,2018
Hofstra (19-12),1.4,2018
Jacksonville St (21-12),1.3,2018
Utah St (17-17),1.1,2018
Saint Louis (17-16),1.1,2018
Valparaiso (15-17),1.0,2018
Wofford (21-12),0.9,2018
San Francisco (18-15),0.9,2018
Illinois St (18-15),0.9,2018
Winthrop (19-12),0.8,2018
S Illinois (20-13),0.8,2018
Oakland (19-14),0.7,2018
UC Irvine (18-17),0.7,2018
Lipscomb (23-9),0.7,2018
E Michigan (21-12),0.5,2018
Princeton (13-16),0.5,2018
Purdue FW (18-14),0.3,2018
Richmond (12-20),0.3,2018
Idaho (22-9),0.2,2018
Weber St (20-11),0.2,2018
UC Davis (22-10),0.2,2018
Yale (16-15),0.1,2018
E Washington (20-14),0.0,2018
Evansville (17-15),0.0,2018
Tulane (14-17),0.0,2018
Monmouth (11-20),-0.1,2018
N Dakota St (15-17),-0.1,2018
Troy (16-17),-0.4,2018
Drake (16-16),-0.4,2018
Ball St (19-13),-0.4,2018
Portland St (20-13),-0.5,2018
Indiana St (13-18),-0.6,2018
Pacific (14-18),-0.7,2018
Liberty (20-14),-1.2,2018
W Michigan (17-15),-1.2,2018
G Washington (15-18),-1.2,2018
C Michigan (19-14),-1.2,2018
UMBC (24-10),-1.4,2018
UMass (13-20),-1.4,2018
CS Fullerton (20-11),-1.4,2018
NC Asheville (21-12),-1.5,2018
Washington St (12-19),-1.5,2018
Radford (22-12),-1.6,2018
Colgate (19-13),-1.7,2018
Duquesne (16-16),-1.7,2018
Ohio (14-17),-1.8,2018
Wagner (23-9),-2.0,2018
UTSA (19-14),-2.1,2018
Niagara (19-13),-2.4,2018
Illinois Chicago (17-15),-2.4,2018
St Francis PA (18-12),-2.5,2018
Miami OH (16-17),-2.5,2018
Kent St (17-17),-2.6,2018
Nicholls (21-11),-2.6,2018
Lamar (19-13),-2.7,2018
George Mason (16-17),-2.7,2018
Seattle (20-13),-2.7,2018
Coastal Car (14-18),-2.8,2018
Lehigh (16-14),-2.8,2018
App State (15-18),-2.8,2018
Columbia (8-19),-2.8,2018
Saint Peter's (14-18),-2.9,2018
SE Louisiana (22-11),-2.9,2018
Stony Brook (13-19),-2.9,2018
Austin Peay (18-14),-2.9,2018
Manhattan (14-17),-2.9,2018
Pittsburgh (8-24),-2.9,2018
UL Monroe (16-15),-3.0,2018
Navy (20-12),-3.1,2018
Elon (14-18),-3.2,2018
Fairfield (17-16),-3.2,2018
Milwaukee (16-17),-3.3,2018
Hawai'i (17-13),-3.3,2018
Tennessee St (15-15),-3.3,2018
N Texas (15-17),-3.3,2018
Denver (15-15),-3.4,2018
Tenn Tech (19-14),-3.5,2018
NC Wilmington (11-21),-3.6,2018
Texas St (15-18),-3.7,2018
Long Beach St (15-18),-3.7,2018
J Madison (10-22),-3.8,2018
California (8-24),-3.9,2018
Boston U (15-16),-3.9,2018
Sam Houston (19-14),-3.9,2018
Campbell (16-15),-4.0,2018
Army (13-17),-4.2,2018
S Alabama (14-18),-4.2,2018
Colorado St (11-21),-4.3,2018
CS Bakersfield (12-18),-4.4,2018
C Arkansas (17-16),-4.5,2018
Air Force (12-19),-4.7,2018
Loyola Mymt (11-20),-4.8,2018
Hartford (19-13),-4.8,2018
Texas So (15-19),-4.9,2018
Delaware (14-19),-5.0,2018
High Point (14-16),-5.0,2018
Bowling Green (16-16),-5.1,2018
Southern Miss (16-18),-5.1,2018
Drexel (13-20),-5.1,2018
Akron (14-18),-5.2,2018
New Hampshire (10-21),-5.3,2018
UTEP (11-20),-5.4,2018
Robert Morris (16-17),-5.5,2018
Mt St Mary's (18-14),-5.5,2018
Florida Atlantic (12-19),-5.5,2018
Green Bay (13-20),-5.6,2018
Cornell (12-16),-5.6,2018
NJIT (14-16),-5.7,2018
N Illinois (13-19),-5.7,2018
Brown (11-16),-5.7,2018
Oral Roberts (11-21),-5.8,2018
E Illinois (12-19),-5.8,2018
Holy Cross (12-19),-5.9,2018
Charleston So (15-16),-5.9,2018
LIU-Brooklyn (18-16),-6.0,2018
Abl Christian (16-15),-6.1,2018
Hampton (19-15),-6.1,2018
Arkansas St (11-21),-6.3,2018
Gardner-Webb (14-18),-6.3,2018
Santa Clara (11-20),-6.4,2018
Samford (10-22),-6.5,2018
Florida Intl (14-18),-6.6,2018
F Dickinson (13-18),-6.6,2018
Lafayette (10-21),-6.7,2018
SE Missouri St (14-17),-6.7,2018
New Orleans (15-16),-6.7,2018
UT Rio Grande (15-17),-6.7,2018
Fordham (9-22),-6.7,2018
Dartmouth (7-20),-6.9,2018
IU Indy (11-19),-6.9,2018
Montana St (13-19),-6.9,2018
Portland (10-22),-6.9,2018
Omaha (9-22),-7.1,2018
Idaho St (14-16),-7.1,2018
North Dakota (12-20),-7.2,2018
E Kentucky (11-20),-7.3,2018
S Florida (10-22),-7.4,2018
UMass Lowell (12-18),-7.5,2018
Pepperdine (6-26),-7.5,2018
Binghamton (11-20),-7.6,2018
Cleveland St (12-23),-7.6,2018
Quinnipiac (12-21),-7.6,2018
UT Martin (10-21),-7.7,2018
Chattanooga (10-23),-7.8,2018
Siena (8-24),-7.8,2018
W Illinois (12-16),-7.8,2018
UC Riverside (9-22),-7.8,2018
E Carolina (10-20),-7.8,2018
Morehead St (8-21),-7.8,2018
Loyola MD (9-22),-8.1,2018
Prairie View (16-18),-8.1,2018
NC Central (19-15),-8.2,2018
Texas A&M-CC (11-18),-8.5,2018
W Carolina (13-19),-8.7,2018
S Utah (13-19),-8.7,2018
N Florida (14-19),-8.8,2018
Little Rock (7-25),-8.8,2018
Rice (7-24),-8.8,2018
Kansas City (10-22),-8.9,2018
San Jose St (4-26),-9.0,2018
St Fran (NY) (13-18),-9.0,2018
Kennesaw St (10-20),-9.0,2018
McNeese (11-17),-9.2,2018
Sacred Heart (10-21),-9.2,2018
Detroit Mercy (8-24),-9.3,2018
Bethune (18-14),-9.4,2018
NC A&T (20-14),-9.5,2018
American (6-24),-9.5,2018
Sacramento St (7-25),-9.5,2018
Charlotte (6-23),-9.5,2018
C Connecticut (14-18),-9.6,2018
Norfolk St (14-19),-9.6,2018
Cal Poly (9-22),-10.1,2018
Jacksonville (15-18),-10.3,2018
SIU Edward (9-21),-10.4,2018
Youngstown St (8-24),-10.4,2018
Grambling (17-14),-10.5,2018
Marist (6-25),-10.5,2018
Stetson (12-20),-10.5,2018
The Citadel (11-21),-10.6,2018
Southern (15-18),-11.0,2018
Morgan St (13-19),-11.1,2018
Savannah St (15-17),-11.3,2018
CS Northridge (6-24),-12.0,2018
Maine (6-26),-12.2,2018
AR-Pine Bluff (14-21),-12.3,2018
Hou Christian (6-25),-12.5,2018
VMI (9-21),-12.9,2018
SC Upstate (7-25),-13.1,2018
Presbyterian (11-21),-13.2,2018
Jackson St (12-20),-13.3,2018
Incarnate Word (7-21),-13.4,2018
Howard (10-23),-13.4,2018
N Arizona (5-27),-13.6,2018
Alcorn St (11-21),-13.7,2018
Bryant (3-28),-14.4,2018
Alabama St (8-23),-14.9,2018
Florida A&M (9-25),-15.1,2018
Longwood (7-26),-15.7,2018
S Carolina St (10-22),-15.8,2018
NW State (4-25),-17.4,2018
Coppin St (5-27),-17.4,2018
Chicago St (3-29),-17.6,2018
Miss Valley St (4-28),-18.1,2018
Maryland ES (7-25),-19.2,2018
Delaware St (4-28),-19.9,2018
Alabama A&M (3-28),-20.3,2018
