team,tr_predictive,season
Providence (18-15),8.5,2019
Fresno St (23-9),8.4,2019
Lipscomb (25-7),8.3,2019
Memphis (21-13),8.0,2019
Northwestern (13-19),8.0,2019
South Carolina (16-16),7.6,2019
USC (16-17),7.5,2019
Temple (23-9),7.4,2019
Arizona (17-15),7.3,2019
Georgetown (19-13),7.3,2019
Furman (25-7),7.2,2019
Oregon St (18-13),7.2,2019
Toledo (25-7),7.2,2019
San Francisco (21-10),7.1,2019
Missouri (15-17),7.1,2019
West Virginia (14-20),7.0,2019
Davidson (24-9),7.0,2019
Texas A&M (14-18),6.9,2019
UC Irvine (30-5),6.8,2019
Northeastern (23-10),6.8,2019
Notre Dame (14-19),6.7,2019
Illinois (12-21),6.7,2019
UCLA (17-16),6.5,2019
S Dakota St (24-8),6.4,2019
Rutgers (14-17),6.4,2019
San Diego St (21-13),6.3,2019
BYU (19-13),6.3,2019
Oklahoma St (12-20),6.3,2019
Hofstra (27-7),6.2,2019
Vermont (27-6),6.1,2019
Wichita St (19-14),6.1,2019
Pittsburgh (14-19),6.0,2019
Yale (21-7),5.8,2019
DePaul (15-15),5.8,2019
E Tennessee St (24-9),5.7,2019
San Diego (21-14),5.6,2019
Utah (17-14),5.6,2019
UConn (16-17),5.5,2019
SMU (15-17),5.5,2019
Loyola Chi (20-13),5.3,2019
NC Greensboro (28-6),5.3,2019
Georgia Tech (14-18),5.2,2019
Saint Louis (22-12),5.1,2019
Boston College (14-17),5.0,2019
Stanford (15-16),4.8,2019
Liberty (28-6),4.8,2019
Georgia (11-21),4.7,2019
Montana (26-8),4.6,2019
Grand Canyon (20-13),4.5,2019
Georgia So (21-12),4.4,2019
Old Dominion (26-8),4.4,2019
N Kentucky (26-8),4.3,2019
St Bonaventure (18-15),4.2,2019
Georgia St (23-9),4.1,2019
Boise St (13-20),4.0,2019
W Kentucky (20-14),4.0,2019
Penn (19-12),3.8,2019
Utah Valley (24-9),3.8,2019
Rhode Island (18-15),3.7,2019
Harvard (18-10),3.7,2019
Tulsa (18-14),3.6,2019
Charleston (24-9),3.6,2019
Akron (17-16),3.4,2019
Ball St (16-17),3.2,2019
Drake (24-9),3.1,2019
Jacksonville St (24-9),3.0,2019
Vanderbilt (9-23),2.8,2019
Bowling Green (22-12),2.8,2019
S Florida (19-13),2.7,2019
Southern Miss (20-12),2.7,2019
Wright St (21-13),2.6,2019
S Illinois (17-15),2.5,2019
Texas St (24-9),2.5,2019
Austin Peay (22-11),2.4,2019
Loyola Mymt (20-11),2.2,2019
C Michigan (23-11),2.1,2019
Radford (22-11),1.9,2019
Louisiana Tech (20-13),1.9,2019
Bucknell (21-12),1.8,2019
UNLV (17-14),1.7,2019
Colgate (24-10),1.7,2019
UL Monroe (18-15),1.5,2019
George Mason (18-15),1.4,2019
N Illinois (17-17),1.3,2019
Kent St (22-10),1.0,2019
N Texas (21-12),1.0,2019
Wake Forest (11-20),1.0,2019
Brown (19-11),1.0,2019
UAB (20-14),0.9,2019
UCSB (22-10),0.6,2019
Bradley (20-14),0.6,2019
New Mexico (14-18),0.5,2019
Louisiana (19-13),0.4,2019
Saint Joseph's (14-19),0.3,2019
Marshall (19-14),0.3,2019
Pepperdine (16-18),0.3,2019
N Iowa (16-18),0.3,2019
Miami OH (15-17),0.1,2019
Duquesne (19-13),0.1,2019
Stony Brook (24-8),0.1,2019
Abl Christian (27-6),0.1,2019
Missouri St (16-16),0.1,2019
UT Arlington (17-15),0.0,2019
N Colorado (21-11),0.0,2019
UTSA (17-15),-0.2,2019
Coastal Car (15-16),-0.2,2019
Illinois St (17-16),-0.3,2019
E Michigan (15-17),-0.3,2019
Lehigh (20-11),-0.4,2019
Colorado St (12-20),-0.5,2019
Richmond (13-20),-0.5,2019
Valparaiso (15-18),-0.5,2019
Purdue FW (18-15),-0.6,2019
Rider (16-15),-0.6,2019
Samford (17-16),-0.7,2019
Princeton (16-12),-0.7,2019
Omaha (21-11),-0.7,2019
CS Fullerton (16-17),-0.8,2019
Hawai'i (18-13),-0.9,2019
Weber St (18-15),-1.1,2019
Gardner-Webb (23-11),-1.2,2019
Winthrop (18-12),-1.2,2019
Iona (17-15),-1.3,2019
Sam Houston (21-11),-1.4,2019
Florida Atlantic (17-15),-1.6,2019
Charleston So (17-15),-1.6,2019
Hartford (18-15),-1.7,2019
Seattle (18-14),-1.7,2019
William & Mary (14-17),-1.9,2019
Indiana St (15-16),-1.9,2019
N Dakota St (18-15),-1.9,2019
App State (11-21),-2.0,2019
Oakland (16-17),-2.1,2019
NJIT (21-12),-2.1,2019
UMass (11-21),-2.2,2019
Washington St (11-21),-2.3,2019
Pacific (14-18),-2.3,2019
S Alabama (17-17),-2.3,2019
IU Indy (16-16),-2.4,2019
Campbell (20-12),-2.4,2019
Santa Clara (16-15),-2.4,2019
Mercer (11-20),-2.5,2019
Lamar (20-13),-2.6,2019
Ohio (14-17),-2.6,2019
Long Beach St (15-19),-2.6,2019
Hampton (15-16),-2.7,2019
Green Bay (17-16),-2.7,2019
Evansville (11-21),-2.7,2019
N Florida (16-17),-2.8,2019
UT Rio Grande (19-16),-2.8,2019
Presbyterian (18-15),-2.9,2019
La Salle (10-21),-2.9,2019
American (15-15),-2.9,2019
Illinois Chicago (16-16),-2.9,2019
South Dakota (13-17),-3.0,2019
Cal Baptist (16-14),-3.0,2019
Florida Intl (19-13),-3.1,2019
Columbia (10-18),-3.3,2019
California (8-23),-3.4,2019
Quinnipiac (16-14),-3.5,2019
Dartmouth (11-19),-3.5,2019
E Washington (16-18),-3.6,2019
UC Davis (11-20),-3.6,2019
UMBC (21-13),-3.6,2019
CS Bakersfield (16-15),-3.7,2019
F Dickinson (20-13),-3.7,2019
Middle Tenn (11-21),-3.8,2019
Air Force (14-18),-3.8,2019
Cornell (15-15),-3.9,2019
Little Rock (10-21),-4.1,2019
Texas So (21-13),-4.2,2019
FGCU (14-18),-4.2,2019
Boston U (15-18),-4.2,2019
Holy Cross (16-17),-4.4,2019
Delaware (17-16),-4.4,2019
Troy (12-18),-4.4,2019
High Point (16-15),-4.4,2019
Prairie View (22-12),-4.7,2019
Fordham (12-20),-4.7,2019
Canisius (15-17),-4.7,2019
Army (13-19),-4.8,2019
Siena (17-16),-4.8,2019
NC Wilmington (10-23),-4.9,2019
St Francis PA (18-14),-5.1,2019
Drexel (13-19),-5.3,2019
Sacred Heart (15-17),-5.3,2019
Portland St (16-16),-5.3,2019
E Kentucky (13-18),-5.3,2019
SE Louisiana (17-16),-5.4,2019
J Madison (14-19),-5.4,2019
Montana St (15-17),-5.4,2019
Norfolk St (21-13),-5.5,2019
Towson (10-22),-5.5,2019
Morehead St (13-20),-5.5,2019
Sacramento St (15-16),-5.6,2019
Kansas City (11-21),-5.6,2019
LIU-Brooklyn (16-16),-5.6,2019
G Washington (9-24),-5.7,2019
W Michigan (8-24),-5.7,2019
Robert Morris (17-16),-5.8,2019
Arkansas St (13-19),-5.8,2019
North Dakota (12-18),-5.8,2019
UMass Lowell (15-17),-5.9,2019
Marist (12-19),-5.9,2019
Albany (12-20),-6.0,2019
Monmouth (14-21),-6.0,2019
S Utah (16-16),-6.1,2019
New Orleans (19-13),-6.2,2019
Rice (13-19),-6.5,2019
CS Northridge (13-20),-6.6,2019
E Carolina (10-21),-6.6,2019
Fairfield (9-22),-6.6,2019
SF Austin (14-16),-6.6,2019
Jacksonville (12-20),-6.6,2019
Tulane (4-27),-6.6,2019
Detroit Mercy (11-20),-6.7,2019
UTEP (8-21),-6.7,2019
Chattanooga (12-20),-6.9,2019
The Citadel (12-18),-6.9,2019
St Fran (NY) (17-15),-7.0,2019
Loyola MD (11-21),-7.1,2019
Hou Christian (12-18),-7.1,2019
Texas A&M-CC (14-18),-7.2,2019
NC Central (18-15),-7.2,2019
Grambling (17-16),-7.3,2019
Oral Roberts (11-21),-7.4,2019
Youngstown St (12-20),-7.5,2019
Charlotte (8-21),-7.6,2019
Navy (12-19),-7.7,2019
Saint Peter's (10-22),-7.7,2019
Milwaukee (9-22),-7.7,2019
Cleveland St (10-21),-7.7,2019
W Illinois (10-21),-7.8,2019
Elon (11-21),-7.9,2019
Niagara (13-19),-7.9,2019
UT Martin (12-19),-8.1,2019
UC Riverside (10-23),-8.1,2019
C Arkansas (14-19),-8.1,2019
Tennessee St (9-21),-8.1,2019
N Arizona (10-21),-8.2,2019
Wagner (13-17),-8.3,2019
W Carolina (7-25),-8.3,2019
Lafayette (10-20),-8.4,2019
Denver (8-22),-8.5,2019
Nicholls (14-17),-8.7,2019
Bethune (14-17),-8.7,2019
E Illinois (14-18),-8.9,2019
Longwood (15-17),-9.1,2019
SE Missouri St (10-21),-9.1,2019
Idaho St (11-19),-9.1,2019
Wyoming (8-24),-9.2,2019
Manhattan (11-21),-9.2,2019
Howard (17-16),-9.3,2019
NC A&T (19-13),-9.4,2019
VMI (11-21),-9.7,2019
Portland (7-25),-10.0,2019
N Alabama (10-22),-10.2,2019
C Connecticut (11-20),-10.6,2019
Binghamton (10-23),-10.9,2019
Tenn Tech (8-23),-10.9,2019
McNeese (9-22),-11.0,2019
Cal Poly (6-23),-11.4,2019
AR-Pine Bluff (13-19),-11.5,2019
Mt St Mary's (9-22),-11.5,2019
Bryant (10-20),-11.9,2019
Maine (5-27),-11.9,2019
Jackson St (13-19),-12.0,2019
Florida A&M (12-19),-12.1,2019
Alabama St (12-19),-12.2,2019
SIU Edward (10-21),-12.3,2019
SC Upstate (6-26),-13.3,2019
Southern (7-25),-13.4,2019
Morgan St (9-21),-13.5,2019
Stetson (7-24),-13.5,2019
S Carolina St (8-26),-13.7,2019
New Hampshire (5-24),-13.8,2019
NW State (11-20),-14.2,2019
Idaho (5-27),-14.3,2019
Kennesaw St (6-26),-14.8,2019
San Jose St (4-27),-15.1,2019
Incarnate Word (6-25),-15.7,2019
Coppin St (8-25),-15.8,2019
NC Asheville (4-27),-16.0,2019
Savannah St (11-20),-16.6,2019
Alabama A&M (5-27),-16.8,2019
Alcorn St (10-21),-17.7,2019
Miss Valley St (6-26),-18.3,2019
Maryland ES (7-25),-19.7,2019
Delaware St (6-25),-21.6,2019
Chicago St (3-29),-21.7,2019
