team,tr_predictive,season
N Iowa (10-15),0.7,2021
Ball St (10-13),0.7,2021
New Mexico St (12-8),0.7,2021
N Dakota St (15-12),0.6,2021
Wyoming (14-11),0.5,2021
S Florida (9-13),0.4,2021
Northeastern (10-9),0.3,2021
UTSA (15-11),0.2,2021
J Madison (13-7),0.2,2021
Morehead St (23-7),0.1,2021
E Carolina (8-11),0.1,2021
UMBC (14-6),0.0,2021
Tulane (10-13),0.0,2021
Iona (12-5),-0.1,2021
Texas St (18-7),-0.2,2021
Chattanooga (18-8),-0.2,2021
Navy (15-3),-0.2,2021
South Dakota (14-11),-0.3,2021
Santa Clara (12-8),-0.3,2021
E Kentucky (22-7),-0.3,2021
Sam Houston (19-9),-0.5,2021
CS Bakersfield (15-11),-0.6,2021
Siena (12-5),-0.8,2021
Bryant (15-6),-1.0,2021
Jacksonville St (18-9),-1.0,2021
Miami OH (12-11),-1.1,2021
Hofstra (13-10),-1.2,2021
Bellarmine (13-7),-1.2,2021
VMI (13-12),-1.3,2021
Fresno St (12-12),-1.4,2021
App State (17-11),-1.6,2021
Detroit Mercy (12-10),-1.7,2021
Louisiana (17-9),-1.8,2021
Army (12-9),-1.9,2021
Cleveland St (19-7),-2.0,2021
S Alabama (17-11),-2.1,2021
S Illinois (12-14),-2.1,2021
Montana (15-13),-2.2,2021
Little Rock (11-15),-2.4,2021
Valparaiso (10-18),-2.4,2021
La Salle (9-16),-2.4,2021
Hartford (15-8),-2.4,2021
Nicholls (18-7),-2.5,2021
UT Arlington (13-13),-2.6,2021
Rice (15-13),-2.6,2021
Saint Peter's (14-11),-2.7,2021
Monmouth (12-8),-2.7,2021
Charleston (9-10),-2.8,2021
Kansas City (11-13),-2.8,2021
Gardner-Webb (11-15),-2.9,2021
Austin Peay (14-13),-2.9,2021
Hawai'i (11-10),-3.0,2021
N Kentucky (14-11),-3.1,2021
Saint Joseph's (5-15),-3.2,2021
Utah Valley (11-11),-3.3,2021
Elon (10-9),-3.4,2021
Albany (7-9),-3.5,2021
Illinois St (7-18),-3.5,2021
Charlotte (9-16),-3.7,2021
Loyola MD (6-10),-3.7,2021
Stony Brook (9-14),-3.8,2021
G Washington (5-12),-3.8,2021
Texas So (16-8),-4.0,2021
Arkansas St (11-13),-4.0,2021
Montana St (13-10),-4.1,2021
Mt St Mary's (12-10),-4.2,2021
Norfolk St (16-7),-4.2,2021
Evansville (9-16),-4.2,2021
NC Wilmington (7-10),-4.2,2021
San Diego (3-11),-4.2,2021
Delaware (7-8),-4.2,2021
UMass Lowell (11-12),-4.4,2021
Canisius (7-6),-4.4,2021
Cal Baptist (13-10),-4.4,2021
Seattle (12-11),-4.5,2021
Boston U (7-11),-4.5,2021
N Colorado (11-11),-4.6,2021
Lipscomb (15-12),-4.6,2021
UC Davis (10-8),-4.7,2021
Milwaukee (10-12),-4.8,2021
NC Asheville (10-10),-4.8,2021
Radford (15-12),-4.9,2021
Campbell (17-10),-4.9,2021
Wagner (13-7),-5.0,2021
Niagara (9-11),-5.1,2021
Tarleton St (10-10),-5.2,2021
Southern Miss (8-17),-5.3,2021
Georgia So (13-13),-5.3,2021
Prairie View (16-5),-5.4,2021
Lafayette (9-6),-5.5,2021
W Carolina (11-16),-5.6,2021
New Hampshire (10-9),-5.6,2021
Oakland (12-18),-5.7,2021
Sacramento St (8-12),-5.7,2021
The Citadel (13-12),-5.8,2021
Portland St (9-13),-5.8,2021
Morgan St (14-8),-5.8,2021
Youngstown St (15-12),-5.9,2021
LIU (9-9),-6.1,2021
Florida Intl (9-17),-6.1,2021
UT Rio Grande (9-10),-6.2,2021
FGCU (10-8),-6.2,2021
American (4-6),-6.2,2021
Bucknell (5-7),-6.3,2021
Idaho St (13-11),-6.3,2021
Marist (12-9),-6.3,2021
Stetson (11-14),-6.4,2021
Green Bay (8-17),-6.5,2021
Towson (4-14),-6.6,2021
UCSD (7-10),-6.7,2021
N Alabama (13-11),-6.8,2021
CS Fullerton (6-10),-6.8,2021
Quinnipiac (9-13),-7.0,2021
UL Monroe (7-19),-7.0,2021
Samford (6-13),-7.1,2021
New Mexico (6-16),-7.1,2021
Long Beach St (6-12),-7.1,2021
NJIT (7-12),-7.2,2021
Middle Tenn (5-18),-7.2,2021
Longwood (12-16),-7.3,2021
William & Mary (7-10),-7.4,2021
Illinois Chicago (9-13),-7.4,2021
C Michigan (7-16),-7.5,2021
Merrimack (9-9),-7.6,2021
New Orleans (10-15),-7.6,2021
Jackson St (12-6),-7.6,2021
Purdue FW (8-15),-7.7,2021
F Dickinson (9-15),-7.8,2021
Troy (11-17),-8.0,2021
SE Missouri St (11-16),-8.0,2021
St Francis PA (6-16),-8.1,2021
North Dakota (9-17),-8.1,2021
W Michigan (5-16),-8.1,2021
E Illinois (9-18),-8.1,2021
N Florida (8-15),-8.1,2021
IU Indy (8-10),-8.2,2021
E Michigan (6-12),-8.3,2021
Fairfield (10-17),-8.4,2021
St Fran (NY) (9-10),-8.5,2021
Holy Cross (5-11),-8.5,2021
Robert Morris (4-15),-8.7,2021
CS Northridge (9-13),-8.8,2021
Manhattan (7-13),-8.8,2021
Jacksonville (11-13),-8.8,2021
Rider (6-17),-8.9,2021
Florida A&M (8-12),-8.9,2021
Fordham (2-12),-9.0,2021
High Point (9-15),-9.1,2021
Omaha (5-20),-9.1,2021
Lamar (10-18),-9.2,2021
Southern (8-11),-9.2,2021
NC A&T (11-10),-9.4,2021
Sacred Heart (9-9),-9.6,2021
Air Force (5-20),-9.8,2021
W Illinois (7-15),-10.1,2021
NW State (11-18),-10.1,2021
Grambling (12-12),-10.4,2021
Coppin St (9-13),-10.4,2021
Tennessee St (4-19),-10.5,2021
C Arkansas (5-19),-10.6,2021
N Arizona (6-16),-10.6,2021
McNeese (10-14),-10.7,2021
Binghamton (4-14),-10.8,2021
Tenn Tech (5-22),-10.9,2021
Lehigh (4-11),-11.2,2021
NC Central (5-9),-11.3,2021
SIU Edward (9-17),-11.4,2021
SC Upstate (5-18),-11.6,2021
Hampton (11-14),-11.7,2021
N Illinois (3-16),-11.9,2021
Cal Poly (4-20),-12.2,2021
Presbyterian (7-15),-12.4,2021
Texas A&M-CC (5-19),-12.6,2021
SE Louisiana (8-18),-12.6,2021
Maine (2-7),-12.7,2021
Utah Tech (8-13),-12.7,2021
Portland (6-15),-12.9,2021
Kennesaw St (5-19),-13.1,2021
Denver (2-19),-13.3,2021
Incarnate Word (8-14),-13.4,2021
Charleston So (3-18),-13.4,2021
Hou Christian (6-19),-13.6,2021
C Connecticut (5-16),-13.7,2021
San Jose St (5-16),-13.7,2021
Alabama A&M (6-9),-14.7,2021
UT Martin (8-16),-15.0,2021
Howard (1-4),-15.2,2021
Alcorn St (6-13),-15.2,2021
Idaho (1-21),-16.0,2021
AR-Pine Bluff (4-21),-17.9,2021
Alabama St (4-14),-19.0,2021
S Carolina St (1-17),-19.2,2021
Delaware St (3-16),-20.0,2021
Chicago St (0-9),-25.3,2021
Miss Valley St (2-22),-31.5,2021
